org,num_language,num_speech,num_vision,num_multimodal,num_3d,num_protein,num_vector,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_3d,downloads_protein,downloads_vector,downloads_embodied,descendants,likes,issue,num_adapted_chips,score,rank,delta rank
Meta,0.40514469453376206,1.0,1.0,0.16393442622950818,0.5,1.0,0.09433962264150944,0.0,1.0,0.551859972373031,1.0,0.030709548745492688,0.42267947641951,1.0,0.002022455144920415,0.0,0.2648072704481354,0.9588341973069701,0.9376427592507994,0.5,0.541598721154682,1,0.0
Google,0.36012861736334406,0.016483516483516484,0.31213872832369943,0.41530054644808745,0.0,0.0,0.018867924528301886,0.0,0.15223724584130283,5.360150930925066e-05,0.9294592515266048,0.15460187539201375,0.0,0.0,4.773322140089135e-05,0.0,0.4664735949167378,0.41353576529875297,0.4396984924623116,0.5,0.20895134466576915,3,1.0
Deepseek,0.17041800643086816,0.0,0.0,0.060109289617486336,0.0,0.0,0.0,0.0,0.3164684915146067,0.0,0.0,0.004572582279721491,0.0,0.0,0.0,0.0,0.04462983174661494,0.6782647771589979,0.32275011420740063,0.25,0.0923606546477848,11,-1.0
OpenBMB,0.08038585209003216,0.0,0.0,0.08743169398907104,0.0,0.0,0.018867924528301886,0.0,0.0011485054855506454,0.0,0.0,0.006807919541283558,0.0,0.0,2.1357053625496173e-05,0.0,0.0013832005965052573,0.11555313036639972,0.10347190497944267,0.25,0.03325357443151063,19,-2.0
01-AI,0.08360128617363344,0.0,0.0,0.01092896174863388,0.0,0.0,0.0,0.0,0.005031157039395745,0.0,0.0,6.5203787487996625e-06,0.0,0.0,0.0,0.0,0.0117031737969937,0.07194787269896805,0.06030150753768844,0.25,0.024676023968703102,23,-4.0
Ai2,0.2733118971061093,0.0,0.0,0.03825136612021858,0.0,0.0,0.07547169811320754,0.0,0.00807625798839649,0.0,0.0,0.00581357873281626,0.0,0.0,0.0019307341041728777,0.0,0.008385653616313122,0.07315155114028471,0.08679762448606669,0.25,0.041059518070379275,14,-2.0
OpenAI,0.0,0.0,0.028901734104046242,0.08743169398907104,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0002719889861250063,1.0,0.014852803512056555,0.0,0.0,0.0,0.08039853467186808,0.2166139722993468,0.19026952946550937,0.25,0.11010367951806783,10,-3.0
Nvidia,0.2379421221864952,0.34065934065934067,0.3988439306358382,0.07650273224043716,0.5,0.0,0.02830188679245283,0.3333333333333333,0.05148451537624515,0.16845971112542002,0.1532692503315915,0.0005028827984407864,0.0023786274573097906,0.0,0.00034900399913927356,1.0,0.014988275213693687,0.20473767834502238,0.18296025582457742,0.25,0.19723567731596686,4,-1.0
Microsoft,0.21543408360128619,0.10989010989010989,0.35260115606936415,0.3825136612021858,0.0,0.0,0.0,0.0,0.19761384822746667,0.12917779381650257,0.6797921269360945,0.06984928048468043,0.0,0.0,0.0,0.0,0.10240006916002982,0.5364875058177792,0.4737322978529009,0.25,0.17497459665292003,6,0.0
Apple,0.03215434083601286,0.0,0.21965317919075145,0.1092896174863388,0.0,0.0,0.0,0.0,0.05087214003578184,0.0,0.09606524575301148,0.005555905117166121,0.0,0.0,0.0,0.0,0.0019667383481559125,0.05074708308591054,0.06007309273640932,0.25,0.04381886712947691,13,1.0
HuggingFace,0.1414790996784566,0.0,0.005780346820809248,0.06557377049180328,0.0,0.0,0.0,0.0,0.09488655728714586,0.0,0.0003361839174907485,0.008292859523061755,0.0,0.0,0.0,0.0,0.03536887150282583,0.12513441075928036,0.08497030607583371,0.25,0.04059112030283536,15,-2.0
Princeton NLP,0.19935691318327975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007251862470684673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007942597175245031,0.00845784718098509,0.03174965737779808,0.25,0.02523794386939963,20,-2.0
UKP Lab,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.002058857616986669,0.0,0.0,1.0,0.0,0.01670646970466506,0.13002936975396812,0.12448606669712198,0.25,0.12643726223235294,8,0.0
Tencent,0.00964630225080386,0.0,0.07514450867052024,0.060109289617486336,1.0,0.0,0.0,0.0,1.3547325969059234e-05,0.0,0.0055446643642084615,0.0018126200902339054,1.0,0.0,0.0,0.0,0.0017614195096121636,0.10168675472243176,0.04819552306989493,0.25,0.127695731481058,7,
ByteDance,0.01929260450160772,0.0,0.005780346820809248,0.09289617486338798,0.0,0.0,0.0,0.0,0.00025045958322752944,0.0,1.26414634074077e-05,0.00508221146657308,0.0,0.0,0.0,0.0,0.0011022379753401269,0.10024234059285175,0.06258565555047967,0.5,0.039362233640884224,16,
